"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction"
"Gene0633",1670.84004375844,0.225200842951943,0.22874619181415,0.154460629955612,0.667212717629133,FALSE,"Not significant"
"Gene0806",210.767763076598,-0.230668368277445,0.263002388237696,0.154491114597646,0.667212717629133,FALSE,"Not significant"
"Gene0515",20.4272490648717,-0.217293783579181,0.303910540988302,0.157212804043112,0.676015057385381,FALSE,"Not significant"
"Gene0177",170.551884855091,0.226498318836299,0.243413263031865,0.158323730897948,0.677844891160477,FALSE,"Not significant"
"Gene0665",30.1111400857245,0.230216378548369,0.278241217424156,0.159242349188578,0.67876823324752,FALSE,"Not significant"
"Gene0731",27.0080463147622,-0.229290168953836,0.255941169808656,0.159912030684198,0.67876823324752,FALSE,"Not significant"
"Gene0314",14.3772992841901,-0.220882671250704,0.294864699317215,0.16131749943409,0.678773488809057,FALSE,"Not significant"
"Gene0458",61.7904039776372,-0.226354044276309,0.25563836590247,0.161972237976681,0.678773488809057,FALSE,"Not significant"
"Gene0797",21.8446775430147,-0.228091536223711,0.259255085747789,0.160638655511341,0.678773488809057,FALSE,"Not significant"
"Gene0927",60.1380999081764,0.223214235486443,0.241642688928877,0.163040629424295,0.680367858652439,FALSE,"Not significant"
"Gene0390",77.4518172352398,-0.22520164352752,0.256793008302204,0.165257104574432,0.683846344870766,FALSE,"Not significant"
"Gene0942",287.553806810219,-0.222363189844359,0.281391300185042,0.165117314382968,0.683846344870766,FALSE,"Not significant"
"Gene0261",35.8335471598064,0.223373226064624,0.238983233891855,0.166510333477066,0.686161332536744,FALSE,"Not significant"
"Gene0253",57.1214759502198,-0.220596457062368,0.249185370758955,0.168303966956166,0.687944133091699,FALSE,"Not significant"
"Gene0426",61.9898755793786,0.216796346049683,0.225233577260295,0.168334155923348,0.687944133091699,FALSE,"Not significant"
"Gene0247",21.858426901543,-0.210784424373357,0.277501074915795,0.176382826104976,0.694990498078969,FALSE,"Not significant"
"Gene0288",42.867763718726,-0.218313134061713,0.252552792076516,0.175877877112165,0.694990498078969,FALSE,"Not significant"
"Gene0459",61.2858941294061,0.211445449556742,0.29175867573534,0.175360111486273,0.694990498078969,FALSE,"Not significant"
"Gene0570",211.331616984859,-0.207814650438942,0.213314934462923,0.175798360760478,0.694990498078969,FALSE,"Not significant"
"Gene0592",50.1756095822475,-0.212956954822845,0.286732039044892,0.17632563151155,0.694990498078969,FALSE,"Not significant"
"Gene0697",388.029086307038,0.211378652237215,0.216806324198668,0.174080129622739,0.694990498078969,FALSE,"Not significant"
"Gene0705",54.590763985586,0.211044457421921,0.266064533104378,0.173499714144949,0.694990498078969,FALSE,"Not significant"
"Gene0771",12.8521586641266,-0.207806884358679,0.295889157767433,0.174865711207726,0.694990498078969,FALSE,"Not significant"
"Gene0866",44.6766243467618,-0.214833723243828,0.275568392581725,0.17328870747221,0.694990498078969,FALSE,"Not significant"
"Gene0245",105.405665177622,0.197418522906258,0.281871538092595,0.178612755711135,0.698213499598074,FALSE,"Not significant"
"Gene0674",19.8617263678721,-0.211986838492468,0.287403234413419,0.17807447639325,0.698213499598074,FALSE,"Not significant"
"Gene0411",162.029858873274,-0.210169360684187,0.230586011537033,0.182822757393097,0.71185711441643,FALSE,"Not significant"
"Gene0234",30.4260541348831,-0.208130352867253,0.256400599968755,0.192168402502044,0.742400586228601,FALSE,"Not significant"
"Gene0911",49.5634005019876,0.203567509832792,0.264692293441821,0.191625087007384,0.742400586228601,FALSE,"Not significant"
"Gene0112",22.011710158628,0.196193929660759,0.273938841000194,0.202039357470239,0.742813845866416,FALSE,"Not significant"
"Gene0343",105.289255146846,0.205209495266116,0.238835309406903,0.194629690366778,0.742813845866416,FALSE,"Not significant"
"Gene0404",100.142989286658,-0.198346010049264,0.230054973135956,0.199159759448442,0.742813845866416,FALSE,"Not significant"
"Gene0442",330.563925739647,-0.202207910444216,0.220624281455639,0.196040974889979,0.742813845866416,FALSE,"Not significant"
"Gene0479",194.969616501942,0.193881151741489,0.270727585240733,0.199298348701501,0.742813845866416,FALSE,"Not significant"
"Gene0506",76.751305979099,-0.204909104003948,0.25967964040156,0.193653166577854,0.742813845866416,FALSE,"Not significant"
"Gene0563",72.6341815944837,-0.198546593745715,0.223113886164075,0.201889690098382,0.742813845866416,FALSE,"Not significant"
"Gene0566",352.048673451745,-0.202091682710138,0.250211638052321,0.194603286150377,0.742813845866416,FALSE,"Not significant"
"Gene0729",157.177649567569,-0.202365166177868,0.242884259985097,0.200163014689375,0.742813845866416,FALSE,"Not significant"
"Gene0753",48.4149670309001,0.202147756465035,0.235290180156138,0.199745178448122,0.742813845866416,FALSE,"Not significant"
"Gene0814",114.536456839484,-0.196084280921482,0.267092237212629,0.197017787848336,0.742813845866416,FALSE,"Not significant"
"Gene0828",40.2116653145557,0.201775934737988,0.238660758995703,0.201586496660532,0.742813845866416,FALSE,"Not significant"
"Gene0976",43.9178319322025,-0.202515771134828,0.235877474888508,0.197526785167423,0.742813845866416,FALSE,"Not significant"
"Gene0726",64.1560425381216,-0.197719781301268,0.243294006733599,0.205056313033087,0.751113679961938,FALSE,"Not significant"
"Gene0755",44.0278211618484,0.192892082217332,0.279313285847229,0.206792168671008,0.754676955039214,FALSE,"Not significant"
"Gene0444",69.2632638726322,0.197383839496434,0.245163156963787,0.20851557816626,0.755391600023556,FALSE,"Not significant"
"Gene0979",292.033445027591,0.195457435968499,0.239841957416933,0.207949192216913,0.755391600023556,FALSE,"Not significant"
"Gene0127",98.0654663872366,-0.195385119679508,0.242753247909171,0.210472262492475,0.759697327025758,FALSE,"Not significant"
"Gene0693",579.033237144584,0.193446065606012,0.227418837652965,0.212507811676404,0.764255366356232,FALSE,"Not significant"
"Gene0323",317.055787101736,-0.188870358781558,0.221220402663272,0.217119810697556,0.772415441654255,FALSE,"Not significant"
"Gene0490",19.7266927849048,-0.188873795964608,0.277939416474994,0.216567591522986,0.772415441654255,FALSE,"Not significant"
"Gene0954",206.601623495062,0.194148861616453,0.240267556468614,0.216554539939159,0.772415441654255,FALSE,"Not significant"
"Gene0188",55.5967410260256,0.190693924954021,0.242387343931968,0.218807916898607,0.775630931228394,FALSE,"Not significant"
"Gene0203",18.7768011491749,-0.188360785956444,0.2706056672354,0.21980097111661,0.776368430122598,FALSE,"Not significant"
"Gene0324",60.9028809748846,0.188640408392369,0.270888947486499,0.220657641412933,0.776620666752281,FALSE,"Not significant"
"Gene0362",39.1356497647517,-0.174559924158041,0.27712256763219,0.223274317548927,0.783043617219464,FALSE,"Not significant"
"Gene0146",173.048810547377,-0.177649667715968,0.192326957321509,0.22500302164791,0.784658607521606,FALSE,"Not significant"
"Gene0865",28.91313022796,-0.190060588590789,0.242802948261205,0.225321581937448,0.784658607521606,FALSE,"Not significant"
"Gene0760",75.7361315673926,0.188848008815122,0.241723384956958,0.229443008561488,0.796207492867761,FALSE,"Not significant"
"Gene0707",40.0197586258508,0.187542440191562,0.24497512530155,0.230421530034712,0.796807318896259,FALSE,"Not significant"
"Gene0331",35.9810820573244,-0.18533394356279,0.226729683438595,0.23127856741985,0.796984331631471,FALSE,"Not significant"
"Gene0569",58.8156822649926,-0.181820718168239,0.21234815269865,0.23294228935104,0.799930292250619,FALSE,"Not significant"
"Gene0862",1176.80842180349,-0.180820016553552,0.21308440632493,0.234842020566544,0.803663523668898,FALSE,"Not significant"
"Gene0484",99.6953850285244,0.180369376933703,0.249569954133729,0.240434154925023,0.815284344416391,FALSE,"Not significant"
"Gene0647",49.0430670675683,0.179838349930215,0.215037953199665,0.240710847896447,0.815284344416391,FALSE,"Not significant"
"Gene0930",208.63969757014,0.179744629443931,0.213372712444959,0.239865344041126,0.815284344416391,FALSE,"Not significant"
"Gene0128",112.896226916854,0.173868639728024,0.200082298133697,0.243369684806431,0.819379749022515,FALSE,"Not significant"
"Gene0338",116.813414154249,0.173450524825249,0.199903941266268,0.243576993137128,0.819379749022515,FALSE,"Not significant"
"Gene0600",73.9588632304872,0.176309463869779,0.246446326011017,0.252633559873754,0.84696471428862,FALSE,"Not significant"
"Gene0214",158.537932570372,-0.169790083206607,0.230276416200117,0.257890736691759,0.847135836116998,FALSE,"Not significant"
"Gene0485",146.498729333903,0.172738880519557,0.211759008257125,0.256603912979382,0.847135836116998,FALSE,"Not significant"
"Gene0531",56.8928913599004,-0.171368732063405,0.248029221496723,0.255125988123158,0.847135836116998,FALSE,"Not significant"
"Gene0765",197.106288966483,0.173051266559657,0.228404822292648,0.25722477525662,0.847135836116998,FALSE,"Not significant"
"Gene0783",17.8935878428701,-0.164577176293297,0.269290146514875,0.258680508096394,0.847135836116998,FALSE,"Not significant"
"Gene0859",100.179116659159,-0.174513545557453,0.232268355464635,0.257587532420647,0.847135836116998,FALSE,"Not significant"
"Gene0869",55.5181724769573,-0.164074883836564,0.269324447147882,0.253942284729222,0.847135836116998,FALSE,"Not significant"
"Gene0434",180.908769764307,-0.169537418120007,0.213809064786248,0.261126864497093,0.849521279564557,FALSE,"Not significant"
"Gene0837",34.5695503019499,0.174143737706424,0.245098473839647,0.260809176635075,0.849521279564557,FALSE,"Not significant"
"Gene0246",298.822751725001,-0.167766534115417,0.212568402335202,0.266258485659551,0.854966371160051,FALSE,"Not significant"
"Gene0369",322.317999511767,0.169043026093048,0.218372821114107,0.265332099674825,0.854966371160051,FALSE,"Not significant"
"Gene0551",41.7763830667664,-0.168931110229116,0.243485893796808,0.265853804095149,0.854966371160051,FALSE,"Not significant"
"Gene0642",69.4105925535104,0.171739829524785,0.227622206871739,0.265862950164373,0.854966371160051,FALSE,"Not significant"
"Gene0106",43.704656967565,-0.165819687511042,0.246100626897803,0.270307356631686,0.855576497424695,FALSE,"Not significant"
"Gene0205",26.2874209082864,-0.168990664464155,0.250091898349901,0.269240815519034,0.855576497424695,FALSE,"Not significant"
"Gene0260",17.7404315104011,-0.162360838778097,0.267126721792979,0.267612513624246,0.855576497424695,FALSE,"Not significant"
"Gene0576",32.2438183107828,0.16190905197806,0.267185220918385,0.269572322658641,0.855576497424695,FALSE,"Not significant"
"Gene0903",36.1849208851071,-0.167993561825381,0.240060115179234,0.270773957223387,0.855576497424695,FALSE,"Not significant"
"Gene0438",239.856454827181,0.16642542471119,0.237703317020202,0.272751640864191,0.859080805142307,FALSE,"Not significant"
"Gene0395",7.94705214476579,0.151637400975106,0.277863488252251,0.275709551358034,0.864624836089269,FALSE,"Not significant"
"Gene0398",182.780999634566,-0.160548473653679,0.249203381158174,0.276260311632163,0.864624836089269,FALSE,"Not significant"
"Gene0477",211.16383085857,-0.165165974217555,0.241733782227752,0.278120321809913,0.864971692672969,FALSE,"Not significant"
"Gene0938",49.7106508985565,-0.166172023978806,0.232779802106075,0.277887220362171,0.864971692672969,FALSE,"Not significant"
"Gene0140",231.473529169858,-0.160623009560362,0.221203944748252,0.279614272819574,0.866891899117739,FALSE,"Not significant"
"Gene0161",130.060928370187,-0.163289254493881,0.229473049672753,0.283264736659257,0.870027405453433,FALSE,"Not significant"
"Gene0307",42.1221909295171,0.162789692071085,0.233209112693196,0.281696047580792,0.870027405453433,FALSE,"Not significant"
"Gene0358",79.9602441099767,0.164608971206869,0.238657418351011,0.282424740055312,0.870027405453433,FALSE,"Not significant"
"Gene0219",142.910450165637,0.153100814510756,0.251227006528485,0.290217935833384,0.876434792573647,FALSE,"Not significant"
"Gene0424",182.182809036901,-0.158910380757897,0.214426103690603,0.290438525668213,0.876434792573647,FALSE,"Not significant"
"Gene0523",42.4301934050232,0.156360697524271,0.256420792967653,0.290359472982029,0.876434792573647,FALSE,"Not significant"
"Gene0573",15.1881968101895,-0.149341353737656,0.270770289770059,0.290667959518864,0.876434792573647,FALSE,"Not significant"
"Gene0589",112.650554471227,0.160209951081655,0.214603875076207,0.289826317278316,0.876434792573647,FALSE,"Not significant"
"Gene0847",86.629167897538,0.161691821550479,0.236487741854994,0.288994943531104,0.876434792573647,FALSE,"Not significant"
"Gene0894",81.3560810840289,-0.159550453861744,0.24314600209118,0.29232341319189,0.878747281601152,FALSE,"Not significant"
"Gene0107",212.412826011703,-0.157712586273037,0.221135068661797,0.29783523102173,0.879280726807434,FALSE,"Not significant"
"Gene0142",93.9941632045175,0.150041331903972,0.261021458080107,0.296952235118183,0.879280726807434,FALSE,"Not significant"
"Gene0153",79.0888564436842,-0.146459066943135,0.266429332795938,0.296356645857729,0.879280726807434,FALSE,"Not significant"
"Gene0181",159.332636789109,-0.15964122808907,0.215710128287768,0.295175628707847,0.879280726807434,FALSE,"Not significant"
"Gene0317",75.969928216808,-0.118529301312798,0.28741350012433,0.296131539001623,0.879280726807434,FALSE,"Not significant"
"Gene0500",106.434347862268,0.157633243270032,0.219836782444308,0.294695497643497,0.879280726807434,FALSE,"Not significant"
"Gene0213",33.6451507363358,-0.147420044949337,0.261340099918008,0.299329495221964,0.881062115400365,FALSE,"Not significant"
"Gene0170",17.3600161643211,0.1549851599635,0.251132921790979,0.301915766063221,0.886037663609869,FALSE,"Not significant"
"Gene0396",75.0428892021567,0.155765887629084,0.216145441796527,0.303749071759221,0.888780567958194,FALSE,"Not significant"
"Gene0114",21.4462666962766,0.143163297358464,0.251880360045259,0.330466061589002,0.889487799403226,FALSE,"Not significant"
"Gene0136",338.267732648728,0.142006065286816,0.190861070431968,0.331970019553304,0.889487799403226,FALSE,"Not significant"
"Gene0151",372.047349632205,-0.151211582144845,0.225622006686521,0.306031955053889,0.889487799403226,FALSE,"Not significant"
"Gene0167",45.2971664388661,0.155586174759683,0.225223578321168,0.307191197464003,0.889487799403226,FALSE,"Not significant"
"Gene0176",26.8337236675067,0.14010107085837,0.26372690933084,0.312985622718827,0.889487799403226,FALSE,"Not significant"
"Gene0211",123.170782563745,0.151060575849873,0.240406943379574,0.311002377901186,0.889487799403226,FALSE,"Not significant"
"Gene0226",97.8069976823153,0.134624557740015,0.258623357443791,0.327818619508367,0.889487799403226,FALSE,"Not significant"
"Gene0243",88.5246238556914,-0.139958810883479,0.256584832641404,0.332638239711108,0.889487799403226,FALSE,"Not significant"
"Gene0250",15.1522110365438,0.149529499499817,0.249167804446238,0.317927820052299,0.889487799403226,FALSE,"Not significant"
"Gene0258",499.912381374115,0.14634088080229,0.215208453536643,0.33096896177152,0.889487799403226,FALSE,"Not significant"
"Gene0262",18.6320708850355,-0.148525685519845,0.244560864975612,0.322197459040973,0.889487799403226,FALSE,"Not significant"
"Gene0270",84.8611608468781,-0.146118360350591,0.233210724350931,0.329661498469656,0.889487799403226,FALSE,"Not significant"
"Gene0283",33.5636528969082,0.152805430423583,0.237536882112132,0.30973674631904,0.889487799403226,FALSE,"Not significant"
"Gene0290",156.746275192932,-0.150489491359921,0.224976668522586,0.319472417586932,0.889487799403226,FALSE,"Not significant"
"Gene0413",127.332713422234,-0.140139214679321,0.255214291203207,0.335117311884802,0.889487799403226,FALSE,"Not significant"
"Gene0433",32.3657217714865,0.147862258344893,0.247545971918542,0.320013018835366,0.889487799403226,FALSE,"Not significant"
"Gene0441",30.8135896741222,0.150018875034384,0.224704958729966,0.322689837099844,0.889487799403226,FALSE,"Not significant"
"Gene0449",164.725914537408,0.144627938054242,0.231917455314238,0.33546910938059,0.889487799403226,FALSE,"Not significant"
"Gene0460",77.4658219433442,-0.151408073991734,0.2102793376485,0.311268401885901,0.889487799403226,FALSE,"Not significant"
"Gene0473",159.94631658234,-0.141831814154325,0.243956848583553,0.329222944944972,0.889487799403226,FALSE,"Not significant"
"Gene0476",18.0585322077304,0.151725224484805,0.241407364089223,0.315061843468353,0.889487799403226,FALSE,"Not significant"
"Gene0492",99.5493763326628,-0.150353487718554,0.212132672406434,0.313134602925829,0.889487799403226,FALSE,"Not significant"
"Gene0554",128.693335565285,0.153538164919684,0.232799136475362,0.310129968677907,0.889487799403226,FALSE,"Not significant"
"Gene0639",123.868297423298,0.149344636850192,0.237748811571358,0.32158170828764,0.889487799403226,FALSE,"Not significant"
"Gene0680",13.4659425348009,-0.136677231096067,0.262121200946854,0.335289400705568,0.889487799403226,FALSE,"Not significant"
"Gene0686",15.6055412875692,0.141828550127207,0.249637256076551,0.333222780610835,0.889487799403226,FALSE,"Not significant"
"Gene0690",561.352684790943,-0.152479080951367,0.238836291263854,0.305275304580226,0.889487799403226,FALSE,"Not significant"
"Gene0718",24.0399202496584,0.138919202579735,0.266719056374523,0.320937673529401,0.889487799403226,FALSE,"Not significant"
"Gene0748",37.7750960693337,0.147063135312936,0.233402112310953,0.330404285749711,0.889487799403226,FALSE,"Not significant"
"Gene0775",168.620372533507,-0.147197733435308,0.243025239559076,0.320182238922116,0.889487799403226,FALSE,"Not significant"
"Gene0788",178.0854042887,-0.148719183671298,0.221862201482265,0.317593326253334,0.889487799403226,FALSE,"Not significant"
"Gene0824",91.3233701896277,0.147183393619582,0.221161012293534,0.328873482637264,0.889487799403226,FALSE,"Not significant"
"Gene0917",103.136128196221,0.147021602182758,0.235036374292957,0.329567360996787,0.889487799403226,FALSE,"Not significant"
"Gene0945",783.898734273734,0.138107807302984,0.259442782303393,0.3102429718716,0.889487799403226,FALSE,"Not significant"
"Gene0962",39.8098754110422,-0.143845802547714,0.243286457745169,0.335271842135627,0.889487799403226,FALSE,"Not significant"
"Gene0101",106.81953365179,-0.14150379394207,0.222956103434166,0.338070143512151,0.893005405580608,FALSE,"Not significant"
"Gene0179",31.7202622543983,-0.140879947776825,0.218271324243704,0.347336765212678,0.893005405580608,FALSE,"Not significant"
"Gene0187",23.4905488895289,0.13623554034219,0.242016975891086,0.353245531879768,0.893005405580608,FALSE,"Not significant"
"Gene0189",90.6821240310964,-0.135404389436162,0.225356087095879,0.354929315171016,0.893005405580608,FALSE,"Not significant"
"Gene0229",8.58790030516873,0.127812161496153,0.263167586577475,0.355909690563877,0.893005405580608,FALSE,"Not significant"
"Gene0238",182.215416805125,-0.136583886132005,0.247650493763469,0.341533126290734,0.893005405580608,FALSE,"Not significant"
"Gene0268",63.1538845880002,-0.14027416432803,0.214147091984164,0.348475371896082,0.893005405580608,FALSE,"Not significant"
"Gene0293",80.1531278167638,-0.131080908076075,0.197290345270843,0.367651937598772,0.893005405580608,FALSE,"Not significant"
"Gene0299",129.491623186998,0.138015144277361,0.245048875371863,0.343543450777595,0.893005405580608,FALSE,"Not significant"
"Gene0300",86.2176051415361,0.130233125142626,0.248202145844719,0.362440722208215,0.893005405580608,FALSE,"Not significant"
"Gene0340",40.5211168987993,0.133342612579715,0.227761138604043,0.36839858996652,0.893005405580608,FALSE,"Not significant"
"Gene0380",29.7146226633099,-0.094691436217489,0.281288493628019,0.338698279207087,0.893005405580608,FALSE,"Not significant"
"Gene0381",87.9896698194083,-0.131170998751445,0.235975892214685,0.368302787540479,0.893005405580608,FALSE,"Not significant"
"Gene0386",320.645514295008,0.133579285951966,0.235342201252455,0.363913615402143,0.893005405580608,FALSE,"Not significant"
"Gene0394",192.213535966979,0.13484525247451,0.213631498122585,0.367087367147453,0.893005405580608,FALSE,"Not significant"
"Gene0409",40.3158218878503,0.13653955825743,0.212326078500282,0.360197894285731,0.893005405580608,FALSE,"Not significant"
"Gene0463",101.045140201508,-0.133079811789134,0.237499470550571,0.357799844686094,0.893005405580608,FALSE,"Not significant"
"Gene0470",158.766212327848,0.141227606129794,0.219833371361086,0.348418147644488,0.893005405580608,FALSE,"Not significant"
"Gene0493",54.4880459137421,0.128340315949567,0.247671845938799,0.364585566424552,0.893005405580608,FALSE,"Not significant"
"Gene0537",225.084524808721,-0.137560377670032,0.203300061291224,0.352036698619011,0.893005405580608,FALSE,"Not significant"
"Gene0659",166.40542981374,0.131670553398168,0.253105976088679,0.345254648577944,0.893005405580608,FALSE,"Not significant"
"Gene0670",144.381740466349,0.136923135390015,0.212585353970288,0.357816277160115,0.893005405580608,FALSE,"Not significant"
"Gene0688",111.235849187353,-0.133594745285197,0.201828556948354,0.361701187970489,0.893005405580608,FALSE,"Not significant"
"Gene0694",42.9039896862564,-0.137685534656773,0.231005349357735,0.356614491451848,0.893005405580608,FALSE,"Not significant"
"Gene0750",328.204191065272,-0.137972192353369,0.223343981358309,0.355497492411026,0.893005405580608,FALSE,"Not significant"
"Gene0752",23.5922197779728,-0.131909701476636,0.239872910213003,0.36447181070434,0.893005405580608,FALSE,"Not significant"
"Gene0759",142.798356141428,-0.131881735188879,0.187400073775887,0.356642543753465,0.893005405580608,FALSE,"Not significant"
"Gene0767",194.765407082315,0.140417881703741,0.224885088824051,0.344146465891803,0.893005405580608,FALSE,"Not significant"
"Gene0855",69.4455518432011,0.13311789526166,0.241225437979873,0.358777524544167,0.893005405580608,FALSE,"Not significant"
"Gene0863",89.4473220190552,-0.140556809639718,0.242002020181186,0.341020914090107,0.893005405580608,FALSE,"Not significant"
"Gene0886",360.411283063836,0.140739206758443,0.22287211923954,0.348806245448473,0.893005405580608,FALSE,"Not significant"
"Gene0916",131.472408016864,-0.126935925717001,0.253079554015106,0.366120145406593,0.893005405580608,FALSE,"Not significant"
"Gene0926",50.4179363103332,0.1342915133186,0.217270311624302,0.367916937631138,0.893005405580608,FALSE,"Not significant"
"Gene0928",13.6687415687459,0.131639051799834,0.258980990155705,0.346515422176218,0.893005405580608,FALSE,"Not significant"
"Gene0975",130.999313774762,0.135297811157346,0.230164760856402,0.35384469963466,0.893005405580608,FALSE,"Not significant"
"Gene0355",526.165049507384,0.131133126588645,0.22324484877662,0.371099801615637,0.895165131214304,FALSE,"Not significant"
"Gene0919",116.895350281833,0.123843679013044,0.247080958394857,0.370758054547317,0.895165131214304,FALSE,"Not significant"
"Gene0333",104.595908778926,0.128232623652769,0.248016396456144,0.374485421662864,0.897791976828362,FALSE,"Not significant"
"Gene0540",198.385429615284,0.131718615516591,0.207690256071044,0.375740647641736,0.897791976828362,FALSE,"Not significant"
"Gene0541",90.7995477645739,-0.130293701159833,0.216089793929703,0.373128081000178,0.897791976828362,FALSE,"Not significant"
"Gene0550",26.8856517691139,0.129329994601391,0.243485033753575,0.375819897276989,0.897791976828362,FALSE,"Not significant"
"Gene0774",52.7420131714935,-0.129451230276983,0.229787729950923,0.379669733819491,0.900463709226562,FALSE,"Not significant"
"Gene0947",30.9612142896306,-0.130470883078285,0.232506424395601,0.379465764396477,0.900463709226562,FALSE,"Not significant"
"Gene0973",378.466946385013,-0.129451938268008,0.217788053023407,0.379116890656618,0.900463709226562,FALSE,"Not significant"
"Gene0208",86.2383836215501,-0.126399815587733,0.191070565477779,0.381323982571006,0.902223489862979,FALSE,"Not significant"
"Gene0391",46.6094357606753,0.124903636189625,0.243570956660457,0.386786696527928,0.910060679509849,FALSE,"Not significant"
"Gene0435",53.2205144439592,-0.127184015436007,0.203417269342316,0.387739334646308,0.910060679509849,FALSE,"Not significant"
"Gene0496",66.2053002759181,0.125350864507913,0.190562002851909,0.38624208830181,0.910060679509849,FALSE,"Not significant"
"Gene0800",46.3245956240828,-0.126124459958172,0.237710814323979,0.388317094795911,0.910060679509849,FALSE,"Not significant"
"Gene0616",141.927838507659,-0.125264663814631,0.198285888491112,0.389769946583144,0.911306092602196,FALSE,"Not significant"
"Gene0488",67.9842233090176,0.122680105857526,0.234729134229378,0.396402114742802,0.911724863908446,FALSE,"Not significant"
"Gene0661",13.380651445557,-0.118320591015293,0.257745944844632,0.392020390867956,0.911724863908446,FALSE,"Not significant"
"Gene0671",29.5427176951909,0.117622323017414,0.246265195399198,0.396234544113165,0.911724863908446,FALSE,"Not significant"
"Gene0737",79.3752834773064,-0.123215899582043,0.22825253779776,0.394662490427742,0.911724863908446,FALSE,"Not significant"
"Gene0780",214.98276640563,-0.124432380221371,0.201452923467137,0.395899805401557,0.911724863908446,FALSE,"Not significant"
"Gene0809",30.5040018756472,0.126136336081567,0.226310547973804,0.392810301131921,0.911724863908446,FALSE,"Not significant"
"Gene0924",108.695043503595,0.126342486247759,0.236486531614646,0.39097510247108,0.911724863908446,FALSE,"Not significant"
"Gene0132",19.0620638146114,-0.123222624017375,0.236871437859185,0.401085242115573,0.918677347075777,FALSE,"Not significant"
"Gene0740",445.478766941294,0.120936510767652,0.243167378699539,0.401282723899632,0.918677347075777,FALSE,"Not significant"
"Gene0714",92.8776516816062,-0.124233193070555,0.221795322340795,0.40255695264332,0.919466111233819,FALSE,"Not significant"
"Gene0654",193.373437946772,0.12222240446383,0.225030246119754,0.405745890797471,0.922553446911998,FALSE,"Not significant"
"Gene0873",150.65500998774,0.121030267010903,0.22540279896195,0.406085653205313,0.922553446911998,FALSE,"Not significant"
"Gene0875",44.0536304994253,0.123478382447052,0.225536655962277,0.406707080741791,0.922553446911998,FALSE,"Not significant"
"Gene0215",176.381342960428,0.12089813700903,0.235530807200867,0.408149591028032,0.923706969168703,FALSE,"Not significant"
"Gene0108",89.7853671882061,0.111992519078456,0.22521444433089,0.442003969569496,0.924190118190763,FALSE,"Not significant"
"Gene0141",176.164937973636,0.12003543828031,0.200358283796046,0.41329943293742,0.924190118190763,FALSE,"Not significant"
"Gene0173",29.4036076915285,-0.112359241279554,0.232155494440263,0.438969093726087,0.924190118190763,FALSE,"Not significant"
"Gene0200",106.628638939174,0.108365422472465,0.243216743491798,0.431890590972286,0.924190118190763,FALSE,"Not significant"
"Gene0292",234.08142613862,0.11703768257647,0.218899795914321,0.427501775441873,0.924190118190763,FALSE,"Not significant"
"Gene0316",330.94431545699,-0.117285789094572,0.216971248489353,0.42542672332182,0.924190118190763,FALSE,"Not significant"
"Gene0425",117.285513140043,0.114929586331891,0.218969090054614,0.437588509489767,0.924190118190763,FALSE,"Not significant"
"Gene0443",162.2878555386,-0.113302521448121,0.216043955594065,0.433551022545424,0.924190118190763,FALSE,"Not significant"
"Gene0495",18.0564234074754,0.115449978957285,0.24049860871909,0.423257571548363,0.924190118190763,FALSE,"Not significant"
"Gene0514",138.075723187859,0.10136527215012,0.249592760290613,0.43517460085946,0.924190118190763,FALSE,"Not significant"
"Gene0553",29.9210891500136,-0.108012131344012,0.242249122914833,0.44082773398514,0.924190118190763,FALSE,"Not significant"
"Gene0586",31.2979620323556,-0.117527036346411,0.243081199780231,0.41422626069105,0.924190118190763,FALSE,"Not significant"
"Gene0587",53.0766184434573,-0.107797165415873,0.238596407730433,0.437706011642308,0.924190118190763,FALSE,"Not significant"
"Gene0605",138.371150989812,-0.102262311050276,0.249023480870014,0.434554584454519,0.924190118190763,FALSE,"Not significant"
"Gene0607",221.287313064873,0.11576193310403,0.204042314074355,0.429726706804499,0.924190118190763,FALSE,"Not significant"
"Gene0608",37.1953899387481,0.118462848674973,0.207567692635442,0.422597063871591,0.924190118190763,FALSE,"Not significant"
"Gene0611",273.687769262938,-0.115922338596741,0.205797484971296,0.432466096964113,0.924190118190763,FALSE,"Not significant"
"Gene0613",48.6357644520168,0.1154441892387,0.214617122070656,0.436073217121487,0.924190118190763,FALSE,"Not significant"
"Gene0628",50.7490945701295,0.112053787576558,0.230008135096796,0.438643749824046,0.924190118190763,FALSE,"Not significant"
"Gene0629",106.809338549856,-0.116759398405231,0.210440716229047,0.419874843293741,0.924190118190763,FALSE,"Not significant"
"Gene0637",121.930421479999,-0.110302415485016,0.189398561891446,0.441173051451015,0.924190118190763,FALSE,"Not significant"
"Gene0641",195.944263601585,0.118562415343663,0.202963041441787,0.420505202194791,0.924190118190763,FALSE,"Not significant"
"Gene0679",31.5003926415371,-0.117871702437843,0.233248631933598,0.417759190602271,0.924190118190763,FALSE,"Not significant"
"Gene0745",137.012311013178,0.113933014131564,0.208754306913884,0.434218493589119,0.924190118190763,FALSE,"Not significant"
"Gene0781",143.941368125099,-0.118681897151291,0.233405193511215,0.411062115118447,0.924190118190763,FALSE,"Not significant"
"Gene0796",68.9116319738195,-0.111346860290897,0.19513898071421,0.440642748599751,0.924190118190763,FALSE,"Not significant"
