Geneid	Chr	Start	End	Strand	Length	Sample_HBBx1.bam	Sample_HBBx2.bam	Sample_MJBx1.bam	Sample_MJBx2.bam	Sample_OCBx1.bam	Sample_OCBx2.bam	Sample_Pt10-Bx1.bam	Sample_Pt10-Bx2.bam	Sample_Pt12-Bx1.bam	Sample_Pt12-Bx2.bam	Sample_Pt2-Bx1.bam	Sample_Pt2-Bx2.bam	Sample_Pt6-Bx1.bam	Sample_Pt6-Bx2.bam	Sample_Pt8-Bx1.bam	Sample_Pt8-Bx2.bam	Sample_Pt9-Bx1.bam	Sample_Pt9-Bx2.bam	Sample_RJBx1.bam	Sample_RJBx2.bam
ENSG00000237934.1	chr1;chr1;chr1	29223933;29224465;29224723	29224264;29224611;29224816	+;+;+	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000060656.19	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	29236516;29255275;29258505;29259261;29259449;29259870;29260181;29260610;29275448;29279012;29279456;29280039;29282676;29283723;29284731;29289683;29291869;29303855;29304774;29305352;29307129;29310744;29311346;29311643;29312552;29315372;29316002;29317748;29320210;29323218;29323631;29325191;29325599	29236717;29255406;29258776;29259342;29259564;29260044;29260267;29260903;29275756;29279121;29279657;29280141;29282949;29283976;29284869;29289712;29292026;29304045;29304849;29305428;29307146;29310780;29311553;29311759;29312706;29315507;29316151;29317921;29320825;29323496;29323788;29325326;29326813	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6682	245	201	73	45	306	264	179	198	96	79	118	74	185	111	157	95	143	82	85	74
ENSG00000221550.2	chr1	29253573	29253672	-	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230523.1	chr1;chr1;chr1	29329620;29333166;29349683	29331192;29333308;29350114	-;-;-	2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266678.1	chr1	29432481	29432562	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225011.4	chr1;chr1	29488193;29496738	29488385;29496893	-;-	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221126.1	chr1	29644545	29644678	-	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228176.1	chr1;chr1	29708851;29709324	29709124;29709547	-;-	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222787.1	chr1	29884902	29885005	+	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270927.1	chr1	29904865	29905357	-	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233399.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1	30013952;30015244;30016720;30025025;30029290;30036772;30037498	30014509;30015295;30016921;30025183;30029490;30037003;30037612	-;-;-;-;-;-;-	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233372.1	chr1;chr1	30140263;30141135	30140340;30141607	+;+	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231251.1	chr1	30226523	30226615	+	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236335.1	chr1;chr1;chr1	30409560;30410924;30411453	30409724;30411079;30411638	-;-;-	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231949.1	chr1;chr1;chr1	30415825;30416847;30420784	30415873;30416953;30421108	+;+;+	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162510.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	30711277;30713767;30715157;30715909;30716790;30718735;30721405;30723458	30713631;30714327;30715309;30716325;30716915;30719251;30721751;30723587	-;-;-;-;-;-;-;-	4606	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
ENSG00000186056.9	chr1;chr1;chr1;chr1	30718504;30721288;30725720;30726243	30721174;30721723;30726051;30726827	+;+;+;+	4024	5	10	2	4	1	6	6	22	14	11	7	3	6	12	2	2	4	6	2	0
ENSG00000162511.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	30732469;30735173;30737604;30738940;30739809;30741640;30745918;30757659	30733917;30735265;30737699;30739062;30739937;30742549;30746229;30757820	-;-;-;-;-;-;-;-	3274	815	815	557	568	676	839	490	1079	428	607	724	636	377	415	761	500	379	629	585	460
ENSG00000264773.1	chr1	30739156	30739232	-	77	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000280823.1	chr1	30771747	30771987	-	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229607.1	chr1;chr1	30810378;30815447	30810714;30815553	-;-	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223382.3	chr1;chr1;chr1;chr1;chr1;chr1	30824228;30824675;30826131;30826605;30829748;30833506	30824373;30824828;30826194;30826652;30829882;30834284	+;+;+;+;+;+	1326	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000222784.1	chr1	30843823	30844110	+	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235143.1	chr1;chr1	30858158;30858717	30858366;30860254	+;+	1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000162512.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	30869467;30874297;30876552;30878929;30879977;30880602;30881358;30908449	30873377;30874588;30878740;30879012;30880014;30880769;30881429;30908761	-;-;-;-;-;-;-;-	7067	333	310	384	305	271	393	288	270	274	193	351	353	232	218	533	217	349	232	302	169
ENSG00000266210.2	chr1	30918469	30918735	-	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134644.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	30931506;30936643;30941151;30941922;30945346;30950127;30952234;30953714;30964674;30965982;30967099;30968297;30974649;30980062;30981312;30981917;30992390;30995054;31005853;31006994;31028758;31055313;31059204;31061667;31065616	30933342;30936835;30941272;30942123;30945483;30950261;30952363;30953981;30964910;30966380;30967310;30968492;30974859;30980178;30981405;30982145;30992660;30995220;31006031;31007102;31028864;31055380;31059577;31061916;31065991	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6621	434	312	528	636	219	312	287	236	340	300	535	584	489	498	545	342	352	416	499	252
ENSG00000237329.2	chr1	31036734	31037240	+	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232768.1	chr1	31050872	31051034	+	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215900.4	chr1;chr1	31094987;31095481	31095160;31095558	-;-	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225142.2	chr1	31108188	31108623	-	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000084628.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31179745;31181860;31182530;31183817;31185163;31188050;31193816;31239494	31181712;31181941;31182590;31184014;31185327;31188396;31193920;31239554	-;-;-;-;-;-;-;-	2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000060688.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31259568;31260955;31261529;31267871;31269158;31271208;31281374;31289254;31291913;31292844;31296611	31260121;31261077;31261822;31267932;31269666;31271499;31282483;31289419;31292006;31293348;31296782	-;-;-;-;-;-;-;-;-;-;-	3881	208	174	149	167	136	81	121	189	173	193	124	182	125	126	103	139	84	177	237	150
ENSG00000229447.2	chr1	31263245	31263681	-	437	5	1	3	2	2	1	0	4	0	4	2	2	2	0	0	0	4	0	3	8
ENSG00000121766.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31296982;31310044;31318167;31319109;31337175;31338957;31346640;31348829;31364032	31297213;31310164;31318236;31319166;31337275;31339048;31346818;31348974;31364953	+;+;+;+;+;+;+;+;+	1921	98	109	78	90	85	81	71	98	64	93	80	73	79	87	90	84	81	65	114	165
ENSG00000229044.1	chr1;chr1;chr1	31333067;31337102;31346578	31333182;31337202;31346799	-;-;-	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121769.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1	31365625;31367393;31369070;31369385;31372942;31376356;31376722	31365939;31367494;31369136;31369590;31373076;31376427;31376850	-;-;-;-;-;-;-	1026	11	11	9	14	6	7	30	25	9	4	14	19	10	2	30	14	19	2	22	25
ENSG00000168528.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31409565;31410174;31413116;31413813;31415873;31423693;31424683;31425330;31425776;31426654;31428978;31429397;31432967;31434064	31409852;31410435;31413304;31414777;31415907;31423854;31424873;31425409;31425913;31426823;31429068;31429538;31433185;31434680	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3549	431	459	482	356	648	746	823	1742	550	916	384	952	528	424	293	541	275	926	434	404
ENSG00000215899.3	chr1	31487589	31488930	-	1342	0	0	0	0	0	0	1	0	0	0	3	2	0	3	1	2	2	1	0	0
ENSG00000206981.1	chr1	31497577	31497683	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260386.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31500085;31501353;31503015;31504128;31505478;31506215;31509064;31509624;31536269;31540808	31500387;31501539;31503188;31504300;31505587;31508566;31509280;31509648;31536409;31540885	+;+;+;+;+;+;+;+;+;+	3760	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000265961.1	chr1	31503631	31503744	-	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223907.1	chr1;chr1;chr1	31518435;31520946;31522025	31518836;31521063;31524245	+;+;+	2741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260636.1	chr1;chr1;chr1	31538044;31538975;31540577	31538086;31539092;31540769	+;+;+	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229167.1	chr1;chr1;chr1	31571585;31572035;31575410	31571742;31572303;31575573	-;-;-	591	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000142910.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31576485;31577034;31578145;31579204;31579753;31583149;31584886;31585440;31586839	31576595;31577762;31578188;31579267;31579813;31584801;31585340;31586755;31587686	+;+;+;+;+;+;+;+;+	5281	345	553	224	181	266	476	345	688	238	373	192	372	374	303	215	341	318	484	352	247
ENSG00000121764.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31617686;31618021;31618756;31619021;31619532;31620843;31621477;31623523;31624997;31626790;31627323;31632436	31617914;31618126;31618816;31619391;31619710;31621086;31621592;31623749;31625118;31627318;31627613;31632518	+;+;+;+;+;+;+;+;+;+;+;+	2558	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
ENSG00000162517.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1	31629862;31632495;31633159;31634834;31635222;31644123;31644841	31630842;31632638;31633314;31634943;31635522;31644601;31644896	-;-;-;-;-;-;-	2227	450	409	367	418	402	460	247	411	383	504	225	292	275	290	223	299	252	272	393	997
ENSG00000235790.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31644049;31644760;31644989;31645253;31651849;31652111;31653440;31655911;31656897;31657258;31659654	31644296;31644846;31645146;31645382;31651988;31652244;31653574;31656185;31657061;31657492;31660162	+;+;+;+;+;+;+;+;+;+;+	2216	0	1	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264078.1	chr1;chr1	31644694;31649045	31644846;31649371	+;+	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000084636.17	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31652247;31653599;31653867;31654792;31655314;31656098;31657033;31658488;31658914;31660585;31661066;31661414;31661660;31662334;31662587;31665172;31665504;31665882;31666037;31667575;31668165;31668802;31669811;31671615;31672416;31672596;31672724;31673024;31675007;31675258;31679230;31679804;31680042;31680905;31681023;31682934;31683194;31683334;31683707;31683950;31684109;31684523;31684821;31685639;31686091;31686244;31688467;31688861;31689050;31689332;31689461;31689741;31690367;31690529;31691188;31691417;31691598;31692005;31692474;31692598;31692767;31693092;31694144;31695186;31695761;31696088;31696963;31697220;31697906;31698483;31699813;31700041;31702121;31703837	31652853;31653676;31654043;31654858;31655848;31656444;31657068;31658577;31658964;31660638;31661119;31661458;31661760;31662387;31663456;31665234;31665618;31665935;31666385;31667628;31668218;31668855;31670646;31671659;31672502;31672637;31672840;31673226;31675039;31675311;31679685;31679851;31680101;31680931;31681067;31683002;31683247;31683369;31683748;31684003;31684231;31684630;31684856;31685770;31686135;31686279;31688502;31688971;31689085;31689359;31689567;31689968;31690393;31690573;31691226;31691512;31691642;31692067;31692509;31692642;31692808;31693154;31694170;31695221;31695787;31696141;31697088;31697300;31698172;31698606;31699930;31700115;31702227;31704319	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9269	18	22	12	12	16	29	5	14	8	2	1	5	17	4	8	5	2	9	11	13
ENSG00000121753.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31727117;31728182;31728598;31730800;31732115;31732517;31732972;31735183;31735827;31736321;31737429;31737652;31738200;31738587;31738832;31739308;31739926;31740110;31740347;31741373;31741624;31741800;31742053;31742838;31743459;31744193;31744648;31755999;31757201;31757382;31759321;31760683;31763884;31764680	31728081;31728280;31728633;31731419;31732154;31732612;31733143;31735665;31735893;31736723;31737531;31737755;31738326;31738630;31739210;31739635;31740034;31740178;31740541;31741479;31741725;31741967;31742217;31743002;31743673;31744357;31744731;31756815;31757281;31757511;31759423;31761026;31764340;31764893	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7756	1	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0
ENSG00000266580.1	chr1	31758660	31758735	-	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254545.1	chr1;chr1	31789130;31791141	31789484;31791322	+;+	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134668.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31790422;31792215;31792678;31793278;31794018;31794496;31798207;31799401;31799809;31800016;31800441;31801664;31813951;31815744	31791291;31792401;31792767;31793897;31794235;31796715;31798839;31799485;31799892;31800141;31800617;31801705;31815375;31816051	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7085	2	7	0	2	1	26	0	37	0	2	1	6	0	0	4	12	0	13	0	9
ENSG00000203620.2	chr1;chr1	31842019;31855441	31844147;31855568	-;-	2257	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	2	4	1	0
ENSG00000269967.1	chr1;chr1	31851913;31921357	31852014;31921841	-;-	587	1	3	2	6	0	2	2	0	0	1	1	0	0	1	1	7	1	1	0	0
ENSG00000184007.17	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	31906421;31910038;31911696;31912981;31913787;31915540;31918970;31924018;31930933;31932672;31935589;31937755;31937842;31937987;31942529;31944593	31908960;31911280;31911826;31913023;31913843;31915987;31919658;31924165;31931142;31932700;31935659;31937818;31937886;31938387;31942576;31944856	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6431	1548	1235	2108	2182	980	1324	1152	1713	1250	1353	1787	1988	1605	1932	1894	1613	1768	1851	2067	1105
ENSG00000281319.1	chr1	31928144	31928300	-	157	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	5	1	0
ENSG00000228634.1	chr1;chr1	31933020;31933650	31933210;31933975	+;+	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121774.17	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32013829;32030298;32031524;32033188;32036910;32037835;32038552;32039515;32042527;32045331;32060163	32014377;32030422;32031640;32033334;32037043;32038119;32038619;32039573;32043882;32045390;32060850	+;+;+;+;+;+;+;+;+;+;+	3588	856	1193	632	583	415	585	414	769	447	486	711	949	714	800	575	684	446	835	785	402
ENSG00000203325.3	chr1;chr1;chr1	32052291;32054471;32073337	32052732;32054514;32073474	-;-;-	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000121775.17	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32072031;32072902;32073166;32073777;32074951;32075603;32076131;32076564;32076763;32077164;32091675;32094784;32095660;32100442;32102431	32072452;32073098;32073292;32073872;32075077;32075822;32076254;32076646;32076846;32077318;32092011;32094971;32095762;32100562;32102866	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2820	124	88	84	86	92	110	92	102	63	117	75	113	86	68	82	104	67	102	122	135
ENSG00000266203.1	chr1	32086949	32087007	+	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276493.1	chr1	32087523	32087813	-	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000025800.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32108038;32142923;32154588;32156853;32157346;32158267;32159400;32160615;32161947;32162361;32163235;32166105;32167169;32169882;32170707	32108134;32143024;32154721;32156945;32157445;32158361;32159531;32160703;32162046;32162524;32163313;32166230;32167296;32170060;32176568	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7480	375	237	401	313	301	304	511	767	748	675	616	1127	819	918	719	575	547	800	385	297
ENSG00000250135.1	chr1;chr1	32170733;32176376	32171206;32176568	+;+	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000084652.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32179686;32180065;32181242;32184525;32187954;32190055;32192311;32192657;32193208;32194065;32194902	32179776;32180514;32181577;32184616;32188124;32190249;32192430;32192731;32193300;32194160;32198285	+;+;+;+;+;+;+;+;+;+;+	5103	1006	1134	792	731	1200	767	823	1011	1116	825	630	1165	802	1097	628	698	552	842	907	956
ENSG00000160050.14	chr1;chr1;chr1;chr1;chr1;chr1	32200386;32201696;32202221;32203879;32204186;32204598	32200709;32202099;32203159;32204045;32204379;32205387	+;+;+;+;+;+	2818	1	1	1	0	2	6	2	3	2	6	0	5	1	7	1	10	4	0	3	2
ENSG00000224066.1	chr1;chr1;chr1;chr1;chr1	32204769;32205498;32206115;32206400;32206613	32205339;32205758;32206308;32206528;32206814	-;-;-;-;-	1357	9	1	7	3	2	0	2	6	1	2	4	1	5	0	9	2	3	5	10	3
ENSG00000160051.11	chr1;chr1;chr1;chr1	32205661;32206154;32207002;32207240	32205963;32206761;32207120;32208687	+;+;+;+	2478	7	11	11	2	7	8	4	6	1	2	8	13	2	3	14	9	0	3	7	4
ENSG00000222046.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1	32209094;32211272;32211761;32212754;32214797;32215440;32215802	32209359;32211323;32212636;32212793;32214932;32215543;32216196	+;+;+;+;+;+;+	1869	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160055.19	chr1;chr1;chr1;chr1;chr1	32214472;32215136;32217437;32221131;32221867	32215049;32217427;32217577;32221197;32222359	-;-;-;-;-	3571	24	27	33	46	36	71	25	55	21	33	31	115	46	22	50	61	26	45	25	42
ENSG00000084623.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32221928;32222358;32224034;32224410;32226149;32226403;32228499;32228727;32229135;32230927;32231115	32222032;32222630;32224121;32224475;32226320;32226530;32228609;32228816;32229208;32231054;32231604	+;+;+;+;+;+;+;+;+;+;+	1725	606	573	652	783	875	908	878	1667	1399	2212	773	890	997	918	600	991	588	1673	728	1214
ENSG00000220785.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32231658;32232042;32234036;32234403;32234704;32234952;32239295;32239869;32241137	32231969;32232184;32234301;32234623;32234814;32235210;32239425;32240902;32241620	-;-;-;-;-;-;-;-;-	2961	9	15	23	9	24	26	35	13	17	11	29	11	8	7	16	11	27	4	20	18
ENSG00000183615.5	chr1;chr1	32247233;32248371	32247682;32248856	+;+	936	1	12	26	20	21	16	29	30	17	25	6	3	16	1	2	5	13	19	11	40
ENSG00000182866.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32251239;32274111;32274737;32275569;32275914;32276337;32276607;32279581;32280079;32285514	32251371;32274434;32275446;32275672;32276063;32276489;32277173;32279994;32280210;32286165	+;+;+;+;+;+;+;+;+;+	3339	7	4	6	6	9	4	21	16	7	12	6	7	10	2	21	6	6	2	5	4
ENSG00000277617.1	chr1	32269338	32269597	-	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252450.1	chr1	32286452	32286561	-	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116478.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32292086;32302621;32316665;32324479;32326939;32329068;32329480;32330768;32331474;32331676;32332701;32333017	32292218;32302733;32316782;32324553;32327677;32329160;32330686;32330908;32331582;32332242;32332749;32333635	+;+;+;+;+;+;+;+;+;+;+;+	3963	506	323	564	353	527	372	497	599	367	378	467	409	604	497	499	457	521	437	547	273
ENSG00000175130.6	chr1;chr1	32333832;32335947	32335097;32336379	-;-	1699	116	124	84	91	69	100	91	100	95	137	78	85	81	69	88	118	70	125	145	165
ENSG00000233775.1	chr1;chr1	32349194;32350605	32349821;32350663	-;-	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000162526.6	chr1;chr1;chr1;chr1;chr1	32351521;32352712;32353454;32362197;32363595	32351609;32352802;32354096;32362846;32364312	+;+;+;+;+	2191	0	0	0	0	0	0	0	3	2	0	0	3	1	0	1	3	1	0	1	0
ENSG00000225828.1	chr1;chr1	32361270;32361729	32361564;32364278	-;-	2845	59	47	53	44	18	36	18	15	22	19	60	34	47	64	111	42	50	32	107	40
ENSG00000160058.18	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32365103;32369230;32374693;32376262;32377970;32378215;32378724;32381214;32383830;32386421;32393601	32368550;32369338;32374782;32376741;32378048;32378283;32378839;32381268;32384048;32386895;32394731	-;-;-;-;-;-;-;-;-;-;-	6271	614	531	735	775	631	681	721	827	654	793	963	967	1002	953	1445	1250	802	767	707	490
ENSG00000224333.1	chr1	32402109	32403115	-	1007	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
ENSG00000270850.1	chr1	32421979	32422319	+	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229259.1	chr1;chr1;chr1;chr1	32423214;32424460;32426069;32426616	32423673;32425243;32426451;32426789	-;-;-;-	1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263529.2	chr1	32457835	32458135	+	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254553.1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32465057;32470584;32480891;32485101;32536113;32536485;32553459;32592931;32595054;32600087	32465105;32471615;32481069;32485332;32536205;32536564;32553540;32593754;32595223;32600792	+;+;+;+;+;+;+;+;+;+	3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273274.1	chr1;chr1;chr1;chr1	32465069;32470584;32480891;32485101	32465105;32471615;32481069;32496686	+;+;+;+	12834	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0
ENSG00000160062.14	chr1;chr1;chr1;chr1;chr1	32539427;32553459;32592931;32595054;32600087	32539572;32553540;32593754;32595223;32605939	+;+;+;+;+	7075	51	34	33	23	30	23	24	47	41	36	65	55	49	77	57	30	37	48	45	25
ENSG00000176261.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32600172;32620820;32627508;32627572;32631825;32632208;32633262;32633645;32633951;32650402	32600350;32621948;32627544;32627865;32632058;32632345;32633354;32633727;32634792;32650903	-;-;-;-;-;-;-;-;-;-	3531	145	101	170	136	81	76	66	81	55	82	76	79	106	107	84	73	97	96	143	73
ENSG00000200591.1	chr1	32639951	32640052	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162521.18	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	32651142;32651356;32651485;32651914;32657427;32662246;32668225;32668972;32669231;32669486;32672450;32672642;32672791;32673459;32679635	32651322;32651432;32651822;32652506;32657674;32662337;32668854;32669132;32669357;32669563;32672526;32672699;32672901;32673580;32686211	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9470	509	293	388	317	314	183	264	165	428	257	466	444	357	385	408	250	301	172	449	149
