"feature","DHMR001","DHMR002","DHMR003","DHMR004","DHMR009","DHMR010","DHMR011","DHMR012"
"Sumo3",3072,5840,6898,6148,5710,5207,6172,6338
"Sun1",3107,6058,6448,6325,6193,6155,6418,6010
"Sun2",4949,8930,9743,9406,8825,8387,9415,9024
"Suox",1551,3139,3719,2874,3014,3241,3105,3061
"Supt16",1808,3898,3052,4067,3973,3358,3106,3438
"Supt20",704,1367,1164,1447,1479,1253,1107,1227
"Supt3",409,814,697,715,784,833,764,665
"Supt4a",1064,2091,2377,2022,1899,2095,2310,2187
"Supt5",3588,6922,6949,6648,6557,6349,6666,6302
"Supt6",3812,7488,7905,7803,7643,7071,7175,7322
"Supt7l",617,1135,1195,1165,1210,1198,1163,1137
"Supv3l1",792,1343,1574,1459,1326,1231,1276,1339
"Surf1",558,1088,1302,1125,1021,1113,1207,1125
"Surf2",407,654,708,646,696,680,783,827
"Surf4",10232,20095,19939,19249,19773,21047,21493,20667
"Surf6",603,1126,1107,1131,1037,998,1132,1164
"Susd1",93,301,137,150,298,465,595,439
"Susd2",64,78,104,132,65,68,77,66
"Susd3",2,6,7,4,3,1,1,5
"Susd4",20,43,24,38,35,29,33,30
"Susd5",373,722,772,699,824,774,631,662
"Susd6",6112,13794,13984,12288,13991,15566,18454,15988
"Suv39h1",1156,1752,1972,2066,1743,1312,1406,1524
"Suv39h2",163,242,234,286,257,152,115,186
"Suv420h1",695,1818,1133,1477,1847,1934,1673,1723
"Suv420h2",259,429,472,486,435,372,398,446
"Suz12",755,2262,1147,1601,1749,1784,1551,1733
"Sv2a",25,48,65,53,45,44,74,55
"Sv2b",59,169,158,125,216,286,199,169
"Svep1",1068,3459,2015,2280,3172,4670,6356,4503
"Svil",3641,7265,7654,7847,7627,7795,6750,6771
"Svip",21,30,25,34,29,23,26,32
"Svop",0,0,0,1,0,1,1,0
"Svopl",1,0,0,1,0,0,0,3
"Swap70",871,2363,2097,1999,2667,3418,3321,2631
"Swi5",3768,6714,6896,7077,6435,6026,5986,6274
"Swsap1",155,278,357,280,314,294,333,358
"Swt1",115,319,237,281,242,297,269,331
"Syap1",1431,3580,2615,3328,3434,3860,3110,3263
"Sybu",4,15,15,12,17,22,26,19
"Syce1l",0,0,0,0,1,1,2,3
"Syce2",23,30,32,41,29,21,30,37
"Sycp1",5,40,19,22,34,21,26,29
"Sycp3",11,22,17,15,21,21,25,29
"Syde1",1478,2881,2986,2849,2819,2751,3250,3252
"Syde2",88,146,133,160,150,148,147,155
"Syf2",1265,2283,2675,2450,2464,2670,3004,2842
"Syk",448,705,578,732,707,513,468,540
"Sympk",1984,3895,3377,3485,3836,3767,4037,3677
"Syn1",316,616,419,505,620,700,626,458
"Syn2",29,67,55,57,85,131,106,81
"Syn3",31,59,49,50,54,53,51,43
"Syna",6,10,9,13,13,12,8,8
"Sync",1405,2406,2437,2510,2636,2281,1839,1955
"Syncrip",3480,8385,6619,7869,8043,7865,7399,7751
"Syne1",850,2253,1841,1976,2334,2397,1870,1850
"Syne2",467,1277,566,893,1227,1120,1087,946
"Syne3",749,1527,1332,1443,1590,1173,1452,1287
"Syne4",0,3,1,3,2,2,4,1
"Syngap1",291,688,472,538,724,624,647,591
"Syngr1",83,180,140,128,191,259,242,184
"Syngr2",1786,3199,3493,2993,3017,2993,3164,3093
"Syngr3",20,24,15,32,24,13,22,29
"Syngr4",2,3,7,3,2,3,3,5
"Synj1",500,1132,822,1019,1095,1094,1050,1014
"Synj2",2406,5094,5066,4764,5137,5018,4984,4675
"Synj2bp",692,1720,1354,1615,1649,1839,1648,1670
"Synm",65,145,90,143,153,124,92,100
"Synpo",2896,5449,3931,4820,5083,5133,4618,4326
"Synpo2",2363,4399,4705,4148,4873,4679,3541,3712
"Synpo2l",5317,9321,11326,8985,10256,9544,7122,8377
"Synpr",14,32,25,28,30,4,1,33
"Synrg",880,1751,1584,1725,1846,1816,1699,1751
"Syp",7,11,21,14,10,12,15,16
"Sypl",3032,6696,6177,6647,7166,8026,6975,6993
"Sypl2",20,31,64,49,45,31,27,44
"Sys1",509,901,965,958,909,917,982,1005
"Syt1",1,6,0,4,4,3,1,3
"Syt11",293,532,558,572,630,704,672,602
"Syt12",336,406,788,540,492,352,376,489
"Syt13",2553,4143,4210,4581,4177,3213,3560,3793
"Syt14",0,0,0,0,1,2,1,1
"Syt15",2,2,2,3,4,0,0,1
"Syt17",384,752,743,698,750,754,912,863
"Syt3",2,1,2,4,2,4,4,4
"Syt5",6,8,5,7,6,7,20,22
"Syt6",19,14,23,28,21,25,26,32
"Syt7",30,54,49,52,45,42,86,76
"Syt8",174,210,291,271,251,241,179,248
"Sytl1",93,214,211,168,162,189,160,162
"Sytl2",1985,4314,3912,4420,4791,4914,3905,3555
"Sytl3",0,10,5,1,4,7,6,1
"Sytl4",4,5,6,5,6,1,2,4
"Sytl5",172,582,346,453,501,530,399,366
"Syvn1",1355,2892,2606,2525,2850,3416,3358,2952
"Szrd1",3820,6845,7699,7370,6755,5880,6231,6383
"Szt2",749,1616,1467,1470,1622,1645,1795,1576
"Tab1",865,1718,1755,1639,1622,1650,1797,1729
"Tab2",2083,4936,3704,4493,4996,5170,4560,4617
"Tab3",162,479,237,383,427,428,381,396
"Tac4",4,12,13,7,14,16,19,9
"Tacc1",2895,5065,5217,5908,5528,5362,4919,5325
"Tacc2",1035,1899,1908,1855,1990,2055,2117,2030
"Tacc3",1910,2549,2828,3270,2474,1338,1046,1828
"Taco1",400,735,852,746,738,698,679,734
"Tacr2",1,7,2,2,7,9,13,8
"Tacstd2",9,20,29,12,11,16,9,18
"Tada1",814,1342,1351,1437,1403,1306,1232,1315
"Tada2a",555,932,996,1051,1023,1030,1067,1020
"Tada2b",657,1138,1169,1158,1279,1234,1208,1232
"Tada3",872,1575,1492,1488,1359,1503,1412,1476
"Taf1",940,2711,1655,2302,2431,2463,2320,2296
"Taf10",782,1398,1540,1440,1414,1387,1430,1443
"Taf11",795,1464,1744,1519,1510,1390,1269,1421
"Taf12",767,1366,1295,1326,1288,1129,1193,1360
"Taf13",700,1244,1345,1308,1401,1345,1107,1331
"Taf15",1245,2691,2079,2596,2798,2609,2713,2758
"Taf1a",212,420,455,471,464,409,444,466
"Taf1b",529,965,1002,1036,1082,970,910,1030
"Taf1c",198,352,348,330,363,355,370,371
"Taf1d",327,848,595,805,694,596,635,792
"Taf2",1671,3676,3444,3756,4033,3803,3539,3793
"Taf3",256,589,519,555,670,665,660,665
"Taf4a",455,893,839,924,953,963,890,947
"Taf4b",69,157,117,173,192,151,174,202
"Taf5",186,324,343,335,349,328,308,387
"Taf5l",518,1036,927,893,1042,888,995,1042
"Taf6",1332,2376,2449,2314,2305,2289,2429,2375
"Taf6l",136,205,213,223,224,240,250,225
"Taf7",106,239,141,213,271,236,206,251
"Taf7l",5,15,5,14,6,7,8,12
"Taf8",441,871,979,920,865,873,1053,937
"Taf9",1671,1822,2165,1997,2118,1982,1720,1988
"Taf9b",101,196,189,233,216,177,130,140
"Tagap",90,107,120,136,129,125,164,153
"Tagap1",396,622,689,615,588,626,702,772
"Tagln",10829,12602,16861,18678,12257,6226,3786,10890
"Tagln2",7692,12238,12124,13144,12450,11094,13157,13655
"Tagln3",2,2,5,4,3,7,5,4
"Tal2",14,32,23,25,29,40,23,26
"Taldo1",2581,4819,5381,4912,4831,4697,6257,6072
"Tamm41",311,534,543,576,483,466,505,603
"Tanc1",2635,4843,4922,5310,5112,4783,4740,4789
"Tanc2",1512,4206,2566,3437,4356,4901,4227,3124
"Tango2",413,735,860,723,731,673,688,763
"Tango6",224,425,482,401,439,450,474,458
"Tank",854,1900,1765,1921,1910,2179,1982,2038
"Taok1",1267,4813,2397,2902,3500,4073,3347,3744
"Taok2",1426,2736,2851,2773,2840,2401,2641,2588
"Taok3",673,1454,1262,1448,1438,1605,1577,1460
"Tap1",126,146,224,257,165,139,140,190
"Tap2",864,1371,1743,1718,1298,1148,1123,1333
"Tapbp",5104,8775,8661,8927,8514,7888,7594,7669
"Tapbpl",197,345,302,356,384,401,440,419
"Tapt1",1164,2246,2429,2369,2410,2423,2455,2572
"Tarbp2",727,1095,1156,1143,1158,1058,1028,1098
"Tardbp",4464,7485,8731,9281,8016,6612,6672,7878
"Tars",4237,8192,9248,8872,9542,9483,9889,10085
"Tars2",620,1189,1423,1225,1203,1153,1191,1245
"Tarsl2",357,644,550,680,674,644,516,601
"Tas1r1",207,358,376,329,401,293,205,397
"Tas1r2",64,90,71,77,81,77,80,72
"Tas1r3",15,29,24,27,20,30,34,26
"Tas2r135",0,1,0,1,0,2,1,0
"Tasp1",270,546,611,567,623,645,687,622
"Tat",0,1,1,1,2,2,0,0
"Tatdn1",421,734,769,790,688,737,692,725
"Tatdn2",941,1631,1963,1804,1803,1599,1695,1768
"Tatdn3",135,264,328,264,296,305,307,303
"Tax1bp1",1925,5645,4020,5206,4966,5190,4592,5101
"Tax1bp3",1706,2425,2682,2609,2328,2244,2189,2257
"Taz",685,1517,1384,1363,1560,1715,1736,1594
"Tbata",4,3,4,4,14,3,4,4
"Tbc1d1",3027,5013,6222,5646,5477,4457,3993,4843
"Tbc1d10a",645,1059,1118,1108,1085,987,1004,1056
"Tbc1d10b",1717,3359,3371,3258,3283,3273,3277,3112
"Tbc1d10c",8,10,22,14,13,14,11,21
"Tbc1d12",175,476,348,388,424,551,510,456
"Tbc1d13",719,1472,1599,1434,1499,1465,1884,1626
"Tbc1d14",891,1907,1857,1720,1916,2017,2253,2059
"Tbc1d15",1602,4024,3052,3515,3962,4422,4386,4132
"Tbc1d16",630,1021,1141,1196,918,796,829,950
"Tbc1d17",756,1883,1702,1527,1672,2037,2338,1983
"Tbc1d19",618,1183,1151,1319,1321,1308,1205,1213
"Tbc1d2",67,121,161,138,98,130,283,257
"Tbc1d20",1549,3178,2946,2798,3050,3154,3661,3433
"Tbc1d21",0,2,1,0,2,3,0,1
"Tbc1d22a",1042,2182,2001,1975,2139,2431,2542,2120
"Tbc1d22b",460,899,847,857,885,877,937,894
"Tbc1d22bos",0,0,0,1,1,1,1,0
"Tbc1d23",1207,2835,2155,2700,2910,3066,2804,2809
"Tbc1d24",635,1436,1190,1281,1499,1559,1659,1419
"Tbc1d25",375,774,806,721,765,697,743,775
"Tbc1d2b",1482,3040,3129,2977,2953,3047,3810,3321
"Tbc1d30",1,0,0,2,0,1,1,1
"Tbc1d31",640,1231,1141,1369,1341,1171,1153,1246
"Tbc1d32",135,446,245,294,350,437,372,377
"Tbc1d4",121,227,279,223,255,261,260,216
"Tbc1d5",1040,1893,1679,1988,1930,1915,1831,1765
"Tbc1d7",428,807,863,837,782,794,748,786
"Tbc1d8",300,432,650,512,501,396,344,530
"Tbc1d8b",513,1629,896,1089,1166,1329,1197,1280
"Tbc1d9",209,456,468,474,586,615,610,523
"Tbc1d9b",2578,5540,4866,4768,5242,5607,5825,5237
"Tbca",1709,3296,3365,3332,3366,3351,3781,3787
"Tbcb",966,1835,2113,1835,1795,1864,1904,1923
"Tbcc",512,937,1057,980,913,883,814,938
"Tbccd1",489,1079,1165,952,1088,1305,1333,1248
"Tbcd",2346,4633,5114,4461,4390,4333,5321,5124
"Tbce",474,954,1070,1029,996,1062,1062,1135
"Tbcel",723,1560,1445,1471,1713,1903,1951,1938
"Tbck",469,922,774,980,985,1074,908,1022
"Tbk1",793,1735,1535,1652,1899,2022,1754,1730
"Tbkbp1",0,1,1,0,3,2,5,3
"Tbl1x",931,2019,1683,1911,2108,1995,2153,1921
"Tbl1xr1",1673,3869,3291,4110,3970,3939,3260,3670
"Tbl2",1302,2442,2159,2359,2442,2606,2665,2377
"Tbl3",1023,1813,2422,2120,1791,1562,1898,2011
"Tbp",532,853,948,1068,921,968,894,977
"Tbpl1",913,1818,1845,1856,1974,2009,2175,2144
"Tbr1",1,3,1,1,1,1,1,0
"Tbrg1",2985,5296,6217,5789,5242,5213,6076,6146
"Tbrg4",958,1720,1831,1747,1668,1553,1582,1661
"Tbx1",335,538,724,643,494,490,609,599
"Tbx10",2,5,5,4,6,2,2,2
"Tbx15",2280,4031,4633,4115,4701,4683,3580,4270
"Tbx18",1119,2440,1961,2452,2521,2304,2240,2489
"Tbx19",1,2,0,1,0,2,1,2
"Tbx2",10,8,10,15,9,10,6,11
"Tbx20",1,0,1,2,2,0,0,0
"Tbx3",380,817,828,876,915,990,1109,1051
"Tbx4",14,22,42,30,33,20,22,31
"Tbx5",0,0,3,1,0,3,2,0
"Tbx6",9,21,21,21,15,26,25,21
"Tbxa2r",4,4,4,6,3,7,4,4
"Tbxas1",0,3,1,0,2,3,11,5
"Tc2n",0,0,0,1,2,1,1,0
"Tcaf1",1432,2645,2627,2686,2594,2475,2410,2408
"Tcaf2",883,1425,1799,2038,1594,1511,1399,1437
"Tcaf3",2,2,0,1,0,9,3,3
"Tcaim",156,371,343,402,405,428,386,411
"Tcam1",4,11,11,11,5,14,24,15
"Tcap",107,135,227,169,184,116,82,157
"Tcea1",1274,2629,2231,2610,2749,2572,2361,2492
"Tcea2",73,153,178,159,164,153,172,151
"Tcea3",178,361,340,393,311,366,393,295
"Tceal1",82,179,169,181,223,244,209,190
"Tceal3",0,3,5,2,1,1,1,1
"Tceal5",11,22,39,22,16,17,12,18
"Tceal6",1,0,5,1,1,0,0,2
"Tceal7",175,231,407,296,285,107,72,290
"Tceal8",3112,5220,6253,6496,5801,5380,4758,5775
"Tceanc",130,247,215,271,272,302,240,254
"Tceanc2",622,1130,1210,1149,1129,1233,1245,1205
"Tceb1",1633,2929,3276,3392,3150,3206,2831,3050
"Tceb2",2773,5335,6023,5588,5023,4894,5027,5283
"Tceb3",2016,3846,4035,4084,4154,4046,3990,4252
"Tcerg1",1324,2900,2503,2883,2815,2406,2223,2585
"Tcf12",3500,7270,6258,8152,7285,7129,6335,6707
"Tcf19",702,800,773,1089,726,354,315,724
"Tcf20",906,2357,1830,2090,2441,2255,2211,2163
"Tcf23",48,84,75,75,82,69,55,75
"Tcf25",4928,10064,10282,9756,9951,10367,10775,10133
"Tcf3",2773,4755,4918,5171,4786,4263,4319,4464
"Tcf4",1481,3752,3039,3394,3229,3402,3048,3328
"Tcf7",777,1310,1519,1483,1436,1410,1261,1291
"Tcf7l1",917,1339,1446,1589,1315,1276,1225,1163
"Tcf7l2",572,1028,981,1179,1018,1094,957,971
"Tchh",0,3,1,0,1,1,0,0
"Tchp",366,653,650,631,699,690,664,662
"Tcirg1",1592,2922,3398,3201,2937,2791,2991,2960
"Tcn2",718,2222,2052,1562,1936,2558,2936,2367
"Tcof1",1303,2496,2853,2640,2555,2309,2826,2823
"Tcp1",9506,16522,18467,17153,16354,15713,15282,16359
"Tcp10a",0,1,0,0,0,0,1,1
"Tcp10b",0,0,0,0,1,2,3,3
"Tcp11",1,0,2,0,0,0,0,1
"Tcp11l1",148,317,301,298,312,309,310,295
"Tcp11l2",659,1339,1672,1397,1375,1679,1950,1806
"Tcp11x2",32,41,96,68,46,33,37,70
"Tcta",566,1337,1513,1291,1249,1436,1555,1463
"Tcte2",7,21,9,9,11,17,18,14
"Tctex1d2",320,663,626,684,697,767,794,779
"Tctex1d4",3,3,5,5,1,6,11,4
"Tctn1",302,584,608,601,546,639,733,602
"Tctn2",337,751,738,708,776,834,839,737
"Tctn3",326,654,546,584,698,693,741,651
"Tdg",6,0,1,1,0,0,0,1
"Tdh",1,2,0,1,5,2,2,2
"Tdo2",1,3,1,1,1,6,4,2
"Tdp1",483,867,879,849,817,799,832,795
"Tdp2",522,927,792,1088,968,965,880,902
"Tdrd1",1,0,0,2,2,0,0,1
"Tdrd12",0,2,2,1,0,0,1,2
"Tdrd3",698,1625,1214,1500,1615,1581,1358,1457
"Tdrd5",0,2,2,0,1,2,0,1
"Tdrd6",0,2,3,1,1,1,1,2
"Tdrd7",1002,1804,1615,1880,1944,1849,1806,1870
"Tdrd9",27,38,47,41,69,38,26,33
"Tdrkh",473,775,648,873,797,555,409,607
"Tdrp",1,2,6,3,9,6,6,4
"Tead1",2598,6177,4138,5712,6043,5961,4861,4654
"Tead2",1185,2145,2253,2039,2090,1926,1796,1884
"Tead3",1015,1781,2176,2000,1724,1727,1725,1821
"Tead4",1018,1655,2270,1763,1782,1416,1375,1648
"Tec",67,204,144,120,239,307,249,176
"Tecpr1",552,1394,1272,1109,1465,1505,1972,1545
"Tecpr2",386,755,786,750,819,757,847,819
"Tecr",6976,13779,13764,12747,12616,14651,13991,13278
"Tecrl",47,83,112,89,94,94,71,89
"Tecta",1,2,4,1,4,2,3,4
"Teddm2",1,2,1,2,2,0,1,1
"Tef",2812,5357,6455,5599,5468,5236,4251,4258
"Tefm",337,647,702,634,636,584,550,610
"Tek",9,24,14,20,25,24,26,33
"Tekt2",21,48,30,46,48,45,39,45
"Tekt5",52,69,125,95,108,83,50,66
"Telo2",410,842,865,851,820,782,812,883
"Ten1",404,685,643,591,624,666,649,620
"Tenm2",0,0,0,0,1,1,2,1
"Tenm3",4263,7748,7177,8848,7354,6058,4757,6052
"Tenm4",105,161,150,157,149,142,230,235
"Tep1",1482,3161,2797,2825,3076,3041,3008,2680
"Terc",1,1,2,2,0,0,2,0
"Terf1",222,427,447,477,444,354,335,401
"Terf2",807,1382,1544,1541,1487,1370,1294,1471
"Terf2ip",550,1021,1029,1053,1069,1170,1048,1021
"Tert",62,95,96,101,107,121,101,97
"Tes",2259,3549,3430,3987,3627,3300,3092,3247
"Tesc",0,4,2,2,4,4,2,2
"Tescl",0,1,1,1,2,1,1,0
"Tesk1",1150,2074,2287,2095,2031,2049,2104,2038
"Tesk2",382,685,835,770,728,662,664,750
"Tet1",83,248,157,205,219,213,189,185
"Tet2",143,463,340,405,460,556,538,480
"Tet3",1051,2129,1961,2156,2366,2226,2204,2313
"Tex10",993,1582,1665,1905,1685,1516,1441,1622
"Tex12",4,0,1,4,1,1,1,2
"Tex14",1,0,1,3,5,5,5,1
"Tex16",0,1,2,0,3,6,3,2
"Tex19.1",1,0,0,0,1,0,1,1
"Tex19.2",1,0,0,1,1,1,1,0
"Tex2",824,1679,1685,1678,1833,1799,1928,1829
"Tex22",1,0,0,1,1,0,1,1
"Tex26",33,47,29,55,49,67,46,47
"Tex261",1253,2499,2490,2336,2337,2340,2741,2421
"Tex264",1380,3407,2812,2552,3280,4192,4538,3665
"Tex30",312,424,466,561,457,396,355,468
"Tex38",0,1,2,0,1,4,1,0
"Tex40",2,5,8,5,4,4,8,4
"Tex9",130,281,253,288,240,259,273,268
"Tfam",1335,2322,2433,2647,2457,2481,2316,2372
"Tfap2a",8,12,5,11,7,7,10,11
"Tfap2c",5,4,6,7,8,2,4,5
"Tfap4",144,325,300,318,286,300,430,407
"Tfb1m",166,254,268,285,308,289,242,281
"Tfb2m",665,1102,1124,1232,1314,1332,1185,1198
"Tfcp2",668,1228,1483,1367,1288,1208,1260,1310
"Tfcp2l1",13,30,12,22,15,43,29,20
"Tfdp1",4119,6109,7361,7587,6356,5254,5598,6577
"Tfdp2",753,1685,1538,1887,1714,1685,1523,1570
"Tfe3",1724,3301,3446,3376,3128,3153,3721,3722
"Tfeb",310,514,644,563,553,446,428,489
"Tfg",2298,4401,4129,4633,4517,4719,4145,4146
"Tfip11",1363,2685,2629,2427,2614,2642,2847,2546
"Tfpi",1015,2528,2424,2522,2544,3105,2592,2602
"Tfpi2",1,1,2,2,0,0,1,0
"Tfpt",239,473,496,451,478,487,494,473
"Tfr2",57,87,96,87,81,68,62,80
"Tfrc",4057,7857,6504,7621,7707,7677,5991,7332
"Tg",442,685,1017,917,680,626,512,525
"Tgds",523,991,1036,1068,1148,1095,1107,1162
"Tgfa",13,15,11,15,13,9,19,17
"Tgfb1",2243,4023,4246,4160,3777,3804,3603,3821
"Tgfb1i1",2226,3589,4055,4201,3653,3323,3086,3467
"Tgfb2",1810,2982,3277,3974,2920,1890,1254,2515
"Tgfb3",6399,9038,11865,11720,9000,6974,5778,8439
"Tgfbi",84,149,135,151,121,107,165,177
"Tgfbr1",441,1611,749,1062,1652,2228,2219,1723
"Tgfbr2",10311,17310,18960,18524,17010,14559,14279,17202
"Tgfbr3",344,839,541,694,991,1122,994,907
"Tgfbr3l",16,36,35,38,34,51,56,44
"Tgfbrap1",954,1794,1876,1783,1891,1927,2267,2188
"Tgif1",1833,4186,3437,3450,4211,5125,5932,5203
"Tgif2",295,397,578,543,360,358,331,368
"Tgm1",3,2,6,5,5,10,18,6
"Tgm2",1267,2119,2025,2166,2005,1776,1406,1590
"Tgm3",0,5,3,2,1,0,0,2
"Tgm4",331,522,613,555,518,572,622,614
"Tgm5",50,78,50,79,61,64,48,40
"Tgoln1",1199,2492,2048,2547,2914,3246,3297,3138
"Tgs1",520,1361,1037,1177,1324,1264,1060,1193
"Tgtp1",4,5,0,6,13,7,5,2
"Tgtp2",26,31,5,27,56,38,24,20
"Tha1",35,57,70,57,39,70,71,73
"Thada",619,1184,1171,1217,1264,1127,1311,1278
"Thap1",238,414,337,446,435,498,417,460
"Thap11",713,1350,1564,1371,1339,1392,1414,1376
"Thap2",270,624,472,548,537,531,537,540
"Thap3",365,749,850,770,670,680,668,686
"Thap4",813,1602,1628,1508,1498,1585,1724,1597
"Thap6",64,159,109,133,165,195,181,165
"Thap7",392,822,799,743,779,818,1069,1062
"Thbd",480,2358,1112,1141,2374,3821,8216,6525
"Thbs1",107156,186211,171817,199479,199933,188240,135861,154041
"Thbs2",9313,21554,29424,25390,24998,26518,33626,31402
"Thbs3",307,427,598,625,430,334,296,408
"Thbs4",6,9,8,9,5,0,2,0
"Them4",156,280,322,314,325,397,449,436
"Them6",457,769,925,857,690,677,790,749
"Them7",1,3,1,1,0,1,1,1
"Themis",5,23,7,7,10,23,26,11
"Thg1l",541,1002,1025,977,1022,1032,1292,1234
"Thnsl1",277,465,519,501,566,479,388,521
"Thnsl2",30,69,54,65,75,65,52,57
"Thoc1",733,1768,1414,1574,1747,1801,1734,1803
"Thoc2",242,904,565,654,870,1019,953,932
"Thoc3",904,1538,1804,1695,1543,1345,1443,1515
"Thoc5",1120,2336,2347,2155,2200,2243,2375,2367
"Thoc6",541,869,943,934,879,834,785,779
"Thoc7",1415,2537,2944,2895,2842,2668,2312,2813
"Thop1",1936,3023,4039,3439,3144,2653,2560,3053
"Thpo",22,39,52,34,47,56,42,50
"Thra",1735,3252,4114,3693,3147,2917,3466,3091
"Thrap3",4270,7371,7474,8212,7882,7057,6813,7165
"Thsd1",6,8,10,9,5,5,6,8
"Thsd4",187,347,312,381,404,346,337,328
"Thsd7a",662,1610,1351,1553,1590,1451,1340,1556
"Thsd7b",15,26,24,28,31,23,24,27
"Thtpa",433,741,828,763,806,786,782,826
"Thumpd1",942,1691,1866,1857,1897,1703,1741,1700
"Thumpd2",148,340,354,322,327,350,408,392
"Thumpd3",854,1464,1626,1535,1601,1538,1464,1579
"Thy1",2,1,5,2,5,2,1,0
"Thyn1",292,396,484,452,386,323,392,414
"Tia1",749,2062,1570,1865,1889,1833,1649,1873
"Tial1",990,2052,1771,1989,2123,1912,1683,1880
"Tiam1",984,1587,1580,1864,1700,1487,1694,1988
"Tiam2",1177,2005,1961,2226,1971,1824,1769,1872
"Ticam1",531,1000,988,954,1087,1137,1124,964
"Ticam2",1,5,1,2,0,0,2,0
"Ticrr",277,425,323,444,412,217,178,280
"Tifa",275,653,651,566,734,854,1035,915
"Tigar",208,342,360,351,383,344,378,399
"Tigd2",312,828,589,715,874,924,831,811
"Tigd3",18,26,32,36,26,14,18,26
"Tigd4",2,1,2,5,2,0,1,4
"Tigd5",157,279,349,311,287,267,284,271
"Tigit",43,61,64,59,69,52,45,67
"Timeless",458,645,519,713,655,524,547,624
"Timm10",308,619,797,628,584,575,631,717
"Timm10b",351,608,691,664,588,558,594,631
"Timm13",1186,2168,2637,2227,2130,2011,2092,2141
"Timm17a",1757,3141,3819,3433,3056,3094,2939,3128
"Timm17b",664,1123,1152,1226,1172,1042,1033,1115
"Timm21",468,720,904,907,885,909,880,872
"Timm22",1052,1911,2506,2025,1930,1843,1854,2011
"Timm23",2081,3273,4151,3685,3388,3075,3202,3532
"Timm44",1157,2005,2199,2160,2099,2038,1908,2088
"Timm50",746,1315,1440,1319,1351,1244,1285,1256
"Timm8a1",307,343,385,352,318,322,413,415
"Timm8b",321,688,812,644,642,716,753,806
"Timm9",258,498,615,556,557,466,424,635
"Timmdc1",733,1340,1486,1316,1303,1331,1307,1290
"Timp1",5976,10149,11336,10895,9942,9545,10232,10718
"Timp2",32426,63128,68624,63914,61252,65408,63636,58968
"Timp3",17561,23628,24637,31519,28109,12959,12225,29429
"Timp4",6,25,13,10,24,43,27,25
"Tinagl1",301,520,503,546,535,463,487,623
"Tinf2",516,847,839,910,812,712,773,815
"Tiparp",768,2154,1623,1777,2051,2386,2118,2171
"Tipin",874,1232,1305,1542,1423,1108,1019,1335
"Tiprl",1546,2999,3194,3117,3146,3141,2952,3062
"Tirap",456,883,946,1023,1042,1033,1127,1114
"Tjap1",1551,2761,2922,2842,2742,2549,2417,2588
"Tjp1",3327,8792,6007,7644,8451,8197,7145,7309
"Tjp2",734,1363,1328,1284,1434,1168,1093,1058
"Tjp3",3,4,0,5,5,5,4,1
"Tk1",1338,1503,1722,2127,1648,700,530,1187
"Tk2",386,770,721,704,716,845,941,855
"Tkfc",440,799,812,796,756,766,785,721
"Tkt",1305,1844,2504,2347,1840,1358,1886,2208
"Tktl1",0,2,0,1,1,1,1,5
"Tlcd1",115,206,236,187,190,190,147,201
"Tlcd2",84,93,107,122,113,80,68,80
"Tldc1",255,520,506,438,527,491,533,526
"Tldc2",1,0,2,0,5,0,1,1
"Tle1",465,869,750,850,915,944,991,965
"Tle2",261,609,425,498,613,677,621,562
"Tle3",2434,4985,5083,4951,4984,5144,5367,4893
"Tle4",41,86,83,95,75,69,54,89
"Tle6",259,614,408,460,540,660,636,586
"Tlk1",823,2156,1468,1883,2237,2449,2310,2161
"Tlk2",961,2298,1746,2261,2364,2476,2191,2312
"Tll1",14,20,23,21,17,15,8,13
"Tln1",13651,28623,24972,25186,27798,27753,30108,26098
"Tln2",2934,4447,4399,5221,4429,2937,2772,3753
"Tlr1",13,10,13,18,7,8,5,6
"Tlr13",2,0,1,2,0,3,3,0
"Tlr2",864,1906,1609,1628,1906,2438,2563,2185
"Tlr3",71,193,99,159,180,217,199,171
"Tlr4",486,1944,899,1101,1880,2799,2953,2142
"Tlr5",23,34,32,39,42,52,52,28
"Tlr6",233,380,498,449,413,414,322,396
"Tlr7",0,1,1,0,2,3,2,3
"Tlr9",1,1,0,1,0,0,0,0
"Tlx2",11,18,6,12,13,14,9,3
"Tm2d1",780,1621,1760,1598,1693,1848,1751,1821
"Tm2d2",1351,2613,3059,2659,2565,2730,2932,2751
"Tm2d3",267,567,589,513,570,579,610,559
"Tm4sf1",2203,3941,3689,3814,4069,3397,3879,3984
"Tm4sf19",0,3,3,0,0,5,1,8
"Tm4sf4",1,5,3,2,5,2,4,3
"Tm6sf1",24,50,110,73,69,78,68,64
"Tm6sf2",2,10,8,6,9,18,10,10
"Tm7sf2",148,463,279,228,406,517,454,327
"Tm7sf3",1378,2572,2742,2738,2696,2883,2909,2824
"Tm9sf1",2761,5071,5427,5100,5135,5318,5776,5610
"Tm9sf2",5251,10229,10455,10467,10712,12190,12735,12418
"Tm9sf3",5491,13052,9883,12143,13202,14041,12519,12411
"Tm9sf4",2409,4962,4921,4733,4818,5224,5398,5045
"Tma16",209,341,355,386,381,310,391,426
"Tma7",1353,2370,2719,2514,2283,2242,2266,2375
"Tmbim1",4250,8972,9818,8468,8924,9707,9884,9381
"Tmbim4",1240,2609,2759,2324,2471,2856,2725,2587
"Tmbim6",12981,26254,26607,24997,25526,27747,27713,25296
"Tmc3",51,149,69,97,142,210,155,61
